Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Employment & Income,Income,Median Household Income,2013,37759,"Census Tract 1918.20, Los Angeles County, California",191820,Hollywood,1400000US06037191820,"(34.0852895, -118.3276995)",Median_Household_Income_2013_1400000US06037191820,01/01/2013
Employment & Income,Income,Median Household Income,2013,55547,"Census Tract 1070.20, Los Angeles County, California",107020,Sylmar,1400000US06037107020,"(34.2975345, -118.4503905)",Median_Household_Income_2013_1400000US06037107020,01/01/2013
Employment & Income,Income,Median Household Income,2016,47895,"Census Tract 2912.20, Los Angeles County, California",291220,Harbor Gateway,1400000US06037291220,"(33.8771105, -118.2864455)",Median_Household_Income_2016_1400000US06037291220,01/01/2016
Employment & Income,Income,Median Household Income,2014,50165,"Census Tract 6026, Los Angeles County, California",602600,Gardena,1400000US06037602600,"(33.9091925, -118.3177665)",Median_Household_Income_2014_1400000US06037602600,01/01/2014
Employment & Income,Income,Median Household Income,2016,52857,"Census Tract 1993, Los Angeles County, California",199300,Montecito Heights,1400000US06037199300,"(34.0915875, -118.2007585)",Median_Household_Income_2016_1400000US06037199300,01/01/2016
Employment & Income,Income,Median Household Income,2012,41300,"Census Tract 5544.05, Los Angeles County, California",554405,Bellflower,1400000US06037554405,"(33.8737165, -118.121205)",Median_Household_Income_2012_1400000US06037554405,01/01/2012
Employment & Income,Income,Median Household Income,2011,51694,"Census Tract 5306.01, Los Angeles County, California",530601,East Los Angeles,1400000US06037530601,"(34.053217, -118.1753095)",Median_Household_Income_2011_1400000US06037530601,01/01/2011
Employment & Income,Income,Median Household Income,2016,81389,"Census Tract 9302, Los Angeles County, California",930200,Tujunga Canyons,1400000US06037930200,"(34.340966, -118.294994)",Median_Household_Income_2016_1400000US06037930200,01/01/2016
Employment & Income,Income,Median Household Income,2015,31530,"Census Tract 2211.20, Los Angeles County, California",221120,Pico-Union,1400000US06037221120,"(34.042054, -118.2878455)",Median_Household_Income_2015_1400000US06037221120,01/01/2015
Employment & Income,Income,Median Household Income,2015,60714,"Census Tract 4067.01, Los Angeles County, California",406701,West Covina,1400000US06037406701,"(34.0554275, -117.9462745)",Median_Household_Income_2015_1400000US06037406701,01/01/2015
Employment & Income,Income,Median Household Income,2012,105000,"Census Tract 4802.01, Los Angeles County, California",480201,San Gabriel,1400000US06037480201,"(34.1079865, -118.1118095)",Median_Household_Income_2012_1400000US06037480201,01/01/2012
Employment & Income,Income,Median Household Income,2016,34563,"Census Tract 6015.01, Los Angeles County, California",601501,Lennox,1400000US06037601501,"(33.943628, -118.363495)",Median_Household_Income_2016_1400000US06037601501,01/01/2016
Employment & Income,Income,Median Household Income,2011,60609,"Census Tract 4808.04, Los Angeles County, California",480804,Alhambra,1400000US06037480804,"(34.0951305, -118.149912)",Median_Household_Income_2011_1400000US06037480804,01/01/2011
Employment & Income,Income,Median Household Income,2010,93706,"Census Tract 4603.01, Los Angeles County, California",460301,Altadena,1400000US06037460301,"(34.2073225, -118.1562895)",Median_Household_Income_2010_1400000US06037460301,01/01/2010
Employment & Income,Income,Median Household Income,2010,87022,"Census Tract 9102.05, Los Angeles County, California",910205,Southeast Antelope Valley,1400000US06037910205,"(34.530174, -118.1365825)",Median_Household_Income_2010_1400000US06037910205,01/01/2010
Employment & Income,Income,Median Household Income,2010,70882,"Census Tract 5700.03, Los Angeles County, California",570003,Lakewood,1400000US06037570003,"(33.8646165, -118.1402795)",Median_Household_Income_2010_1400000US06037570003,01/01/2010
Employment & Income,Income,Median Household Income,2016,96125,"Census Tract 5545.17, Los Angeles County, California",554517,Cerritos,1400000US06037554517,"(33.8625445, -118.054959)",Median_Household_Income_2016_1400000US06037554517,01/01/2016
Employment & Income,Income,Median Household Income,2013,109125,"Census Tract 6704.16, Los Angeles County, California",670416,Rancho Palos Verdes,1400000US06037670416,"(33.755584, -118.4064862)",Median_Household_Income_2013_1400000US06037670416,01/01/2013
Employment & Income,Income,Median Household Income,2010,51719,"Census Tract 9005.06, Los Angeles County, California",900506,Lancaster,1400000US06037900506,"(34.682332, -118.0991665)",Median_Household_Income_2010_1400000US06037900506,01/01/2010
Employment & Income,Income,Median Household Income,2016,146037,"Census Tract 4641, Los Angeles County, California",464100,San Marino,1400000US06037464100,"(34.1211415, -118.123201)",Median_Household_Income_2016_1400000US06037464100,01/01/2016
Employment & Income,Income,Median Household Income,2012,42083,"Census Tract 2703, Los Angeles County, California",270300,Mid-City,1400000US06037270300,"(34.039747, -118.3704125)",Median_Household_Income_2012_1400000US06037270300,01/01/2012
Employment & Income,Income,Median Household Income,2012,84063,"Census Tract 1173.01, Los Angeles County, California",117301,North Hills,1400000US06037117301,"(34.242917, -118.4905265)",Median_Household_Income_2012_1400000US06037117301,01/01/2012
Employment & Income,Income,Median Household Income,2011,58648,"Census Tract 2698, Los Angeles County, California",269800,Palms,1400000US06037269800,"(34.0330585, -118.3968355)",Median_Household_Income_2011_1400000US06037269800,01/01/2011
Employment & Income,Income,Median Household Income,2011,108819,"Census Tract 6209.04, Los Angeles County, California",620904,Manhattan Beach,1400000US06037620904,"(33.8813737, -118.4072397)",Median_Household_Income_2011_1400000US06037620904,01/01/2011
Employment & Income,Income,Median Household Income,2012,38713,"Census Tract 6020.03, Los Angeles County, California",602003,Inglewood,1400000US06037602003,"(33.9343385, -118.339381)",Median_Household_Income_2012_1400000US06037602003,01/01/2012
Employment & Income,Income,Median Household Income,2014,29464,"Census Tract 5416.03, Los Angeles County, California",541603,Compton,1400000US06037541603,"(33.913246, -118.222482)",Median_Household_Income_2014_1400000US06037541603,01/01/2014
Employment & Income,Income,Median Household Income,2011,108571,"Census Tract 1131.02, Los Angeles County, California",113102,Chatsworth,1400000US06037113102,"(34.265325, -118.568068)",Median_Household_Income_2011_1400000US06037113102,01/01/2011
Employment & Income,Income,Median Household Income,2011,71307,"Census Tract 4078.01, Los Angeles County, California",407801,Valinda,1400000US06037407801,"(34.030198, -117.921188)",Median_Household_Income_2011_1400000US06037407801,01/01/2011
Employment & Income,Income,Median Household Income,2015,44894,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,1400000US06037208710,"(34.065666, -118.282003)",Median_Household_Income_2015_1400000US06037208710,01/01/2015
Employment & Income,Income,Median Household Income,2013,32174,"Census Tract 5336.01, Los Angeles County, California",533601,Bell,1400000US06037533601,"(33.9803325, -118.194495)",Median_Household_Income_2013_1400000US06037533601,01/01/2013
Employment & Income,Income,Median Household Income,2016,39157,"Census Tract 5315.04, Los Angeles County, California",531504,East Los Angeles,1400000US06037531504,"(34.027883, -118.167411)",Median_Household_Income_2016_1400000US06037531504,01/01/2016
Employment & Income,Income,Median Household Income,2012,27829,"Census Tract 1902.01, Los Angeles County, California",190201,Hollywood,1400000US06037190201,"(34.1034935, -118.330009)",Median_Household_Income_2012_1400000US06037190201,01/01/2012
Employment & Income,Income,Median Household Income,2011,36585,"Census Tract 4825.02, Los Angeles County, California",482502,Rosemead,1400000US06037482502,"(34.058981, -118.1037825)",Median_Household_Income_2011_1400000US06037482502,01/01/2011
Employment & Income,Income,Median Household Income,2016,51848,"Census Tract 3106.01, Los Angeles County, California",310601,Burbank,1400000US06037310601,"(34.192266, -118.3277625)",Median_Household_Income_2016_1400000US06037310601,01/01/2016
Employment & Income,Income,Median Household Income,2012,51326,"Census Tract 5544.04, Los Angeles County, California",554404,Bellflower,1400000US06037554404,"(33.8736955, -118.1295155)",Median_Household_Income_2012_1400000US06037554404,01/01/2012
Employment & Income,Income,Median Household Income,2012,,"Census Tract 5747, Los Angeles County, California",574700,Long Beach,1400000US06037574700,"(33.778316, -118.118802)",Median_Household_Income_2012_1400000US06037574700,01/01/2012
Employment & Income,Income,Median Household Income,2014,61056,"Census Tract 4307.23, Los Angeles County, California",430723,Arcadia,1400000US06037430723,"(34.1299445, -118.058709)",Median_Household_Income_2014_1400000US06037430723,01/01/2014
Employment & Income,Income,Median Household Income,2010,29042,"Census Tract 5732.01, Los Angeles County, California",573201,Long Beach,1400000US06037573201,"(33.8007765, -118.185019)",Median_Household_Income_2010_1400000US06037573201,01/01/2010
Employment & Income,Income,Median Household Income,2015,40214,"Census Tract 6030.01, Los Angeles County, California",603001,Gardena,1400000US06037603001,"(33.9016845, -118.2960225)",Median_Household_Income_2015_1400000US06037603001,01/01/2015
Employment & Income,Income,Median Household Income,2010,86893,"Census Tract 5433.22, Los Angeles County, California",543322,Carson,1400000US06037543322,"(33.852461, -118.257305)",Median_Household_Income_2010_1400000US06037543322,01/01/2010
Employment & Income,Income,Median Household Income,2012,114107,"Census Tract 9203.03, Los Angeles County, California",920303,Unincorporated Santa Susana Mountains,1400000US06037920303,"(34.315107, -118.605768)",Median_Household_Income_2012_1400000US06037920303,01/01/2012
Employment & Income,Income,Median Household Income,2011,31932,"Census Tract 9104.03, Los Angeles County, California",910403,Palmdale,1400000US06037910403,"(34.5765425, -118.1249295)",Median_Household_Income_2011_1400000US06037910403,01/01/2011
Employment & Income,Income,Median Household Income,2011,70335,"Census Tract 4317, Los Angeles County, California",431700,Arcadia,1400000US06037431700,"(34.121786, -118.0430065)",Median_Household_Income_2011_1400000US06037431700,01/01/2011
Employment & Income,Income,Median Household Income,2011,36919,"Census Tract 5313.02, Los Angeles County, California",531302,East Los Angeles,1400000US06037531302,"(34.015861, -118.1840735)",Median_Household_Income_2011_1400000US06037531302,01/01/2011
Employment & Income,Income,Median Household Income,2012,30875,"Census Tract 2213.03, Los Angeles County, California",221303,Harvard Heights,1400000US06037221303,"(34.0453825, -118.308407)",Median_Household_Income_2012_1400000US06037221303,01/01/2012
Employment & Income,Income,Median Household Income,2015,44223,"Census Tract 5538.01, Los Angeles County, California",553801,Paramount,1400000US06037553801,"(33.892694, -118.16875)",Median_Household_Income_2015_1400000US06037553801,01/01/2015
Employment & Income,Income,Median Household Income,2016,49787,"Census Tract 5509.01, Los Angeles County, California",550901,Downey,1400000US06037550901,"(33.942018, -118.129037)",Median_Household_Income_2016_1400000US06037550901,01/01/2016
Employment & Income,Income,Median Household Income,2012,60389,"Census Tract 4049.02, Los Angeles County, California",404902,Baldwin Park,1400000US06037404902,"(34.0866635, -117.9791755)",Median_Household_Income_2012_1400000US06037404902,01/01/2012
Employment & Income,Income,Median Household Income,2012,97866,"Census Tract 4307.01, Los Angeles County, California",430701,Arcadia,1400000US06037430701,"(34.13986, -118.0557935)",Median_Household_Income_2012_1400000US06037430701,01/01/2012
Employment & Income,Income,Median Household Income,2010,64453,"Census Tract 4038.02, Los Angeles County, California",403802,Charter Oak,1400000US06037403802,"(34.103074, -117.8463645)",Median_Household_Income_2010_1400000US06037403802,01/01/2010
Employment & Income,Income,Median Household Income,2016,84167,"Census Tract 3110, Los Angeles County, California",311000,Burbank,1400000US06037311000,"(34.185132, -118.343639)",Median_Household_Income_2016_1400000US06037311000,01/01/2016
Employment & Income,Income,Median Household Income,2015,59056,"Census Tract 1412.01, Los Angeles County, California",141201,Sherman Oaks,1400000US06037141201,"(34.1528925, -118.442632)",Median_Household_Income_2015_1400000US06037141201,01/01/2015
Employment & Income,Income,Median Household Income,2010,45997,"Census Tract 1973, Los Angeles County, California",197300,Echo Park,1400000US06037197300,"(34.0815145, -118.2517655)",Median_Household_Income_2010_1400000US06037197300,01/01/2010
